,AN,AR,AS,CB,CE,CL,CM,CN,CT,EX,GA,IB,MC,MD,ML,NC,PV,RI,VC
0,59.0,76.0,29.0,39.0,72.0,85.0,66.0,29.0,98.0,48.0,34.0,3.0,30.0,95.0,76.0,57.0,88.0,50.0,14.0
1,52.0,70.0,26.0,35.0,67.0,79.0,62.0,27.0,92.0,44.0,30.0,3.0,28.0,86.0,67.0,52.0,80.0,44.0,14.0
2,46.0,64.0,23.0,32.0,62.0,74.0,58.0,24.0,86.0,41.0,27.0,3.0,26.0,78.0,60.0,47.0,72.0,39.0,13.0
3,41.0,59.0,21.0,29.0,58.0,69.0,55.0,22.0,80.0,38.0,25.0,3.0,24.0,71.0,53.0,43.0,66.0,35.0,13.0
4,37.0,55.0,19.0,26.0,55.0,65.0,52.0,20.0,76.0,35.0,22.0,3.0,22.0,65.0,48.0,40.0,61.0,31.0,12.0
5,33.0,51.0,17.0,24.0,52.0,61.0,50.0,19.0,72.0,32.0,20.0,3.0,21.0,60.0,43.0,37.0,56.0,28.0,11.0
6,29.0,48.0,15.0,21.0,49.0,57.0,48.0,17.0,68.0,30.0,19.0,3.0,20.0,55.0,38.0,34.0,52.0,25.0,10.0
7,26.0,44.0,14.0,19.0,46.0,54.0,46.0,15.0,64.0,28.0,17.0,4.0,18.0,50.0,35.0,32.0,48.0,23.0,10.0
8,23.0,42.0,13.0,17.0,44.0,51.0,45.0,14.0,61.0,26.0,16.0,4.0,17.0,47.0,31.0,31.0,45.0,21.0,9.0
9,21.0,39.0,12.0,16.0,42.0,49.0,44.0,13.0,58.0,24.0,14.0,4.0,16.0,43.0,29.0,29.0,42.0,19.0,8.0
10,19.0,37.0,11.0,15.0,40.0,46.0,43.0,12.0,56.0,22.0,13.0,4.0,16.0,40.0,26.0,28.0,39.0,18.0,7.0
11,17.0,36.0,10.0,13.0,38.0,45.0,42.0,11.0,54.0,21.0,12.0,5.0,15.0,38.0,24.0,27.0,38.0,17.0,6.0
12,16.0,34.0,9.0,13.0,37.0,43.0,41.0,10.0,53.0,20.0,12.0,5.0,15.0,36.0,23.0,27.0,36.0,16.0,5.0
13,14.0,33.0,9.0,12.0,36.0,42.0,41.0,10.0,51.0,19.0,11.0,5.0,14.0,34.0,21.0,26.0,34.0,15.0,5.0
14,13.0,32.0,8.0,11.0,35.0,40.0,40.0,9.0,50.0,18.0,10.0,5.0,14.0,33.0,20.0,25.0,33.0,15.0,4.0
15,12.0,30.0,8.0,10.0,34.0,39.0,40.0,9.0,49.0,17.0,10.0,6.0,13.0,31.0,19.0,25.0,32.0,14.0,3.0
16,11.0,29.0,8.0,10.0,33.0,38.0,39.0,8.0,47.0,16.0,9.0,6.0,13.0,30.0,18.0,25.0,31.0,13.0,3.0
