"AN","AR","AS","CB","CE","CL","CM","CN","CT","EX","GA","IB","MC","MD","ML","NC","PV","RI","VC"
342,379,167,260,319,392,745,141,529,993,273,579,690,619,413,272,248,523,1043
352,380,178,269,324,412,742,141,502,1017,288,575,717,578,396,277,259,552,1057
391,380,190,286,327,469,786,139,524,1062,302,588,821,583,447,283,272,566,1108
443,398,209,289,348,538,835,145,544,1098,326,600,936,580,485,291,281,600,1188
500,438,225,313,378,615,931,147,557,1173,352,613,1040,642,528,304,293,674,1283
571,490,249,310,393,706,1045,157,598,1257,384,645,1168,718,576,325,312,718,1403
649,543,279,323,380,809,1173,161,632,1336,424,663,1267,797,635,348,333,822,1547
687,581,291,330,400,871,1244,165,641,1365,457,680,1346,805,633,358,347,908,1627
697,588,305,327,386,902,1238,163,602,1365,477,663,1351,753,615,368,355,906,1645
731,588,315,325,385,955,1242,165,600,1380,501,657,1393,730,639,382,362,927,1658
799,619,335,335,419,1049,1305,168,645,1425,526,689,1488,824,729,394,380,1024,1741
851,644,363,346,457,1128,1368,172,641,1414,569,679,1515,851,810,401,403,1091,1806
892,649,393,361,462,1185,1410,173,626,1395,609,686,1505,847,868,427,417,1137,1840
957,681,429,369,477,1274,1484,174,650,1398,656,692,1513,948,946,447,437,1190,1879
995,708,445,377,482,1328,1527,176,651,1383,681,697,1545,965,963,453,448,1209,1906
978,715,469,358,484,1309,1480,175,595,1309,705,653,1453,916,926,453,445,1208,1854
976,703,480,366,496,1317,1446,169,580,1259,716,638,1395,931,943,463,454,1206,1798
983,701,513,357,482,1333,1410,168,570,1208,735,624,1348,947,960,459,465,1184,1771
990,706,537,368,519,1338,1369,166,561,1158,745,598,1276,948,978,458,481,1257,1751
982,690,559,362,539,1306,1310,169,551,1081,751,580,1206,931,991,464,496,1226,1677
1007,688,586,369,544,1328,1299,172,570,1060,760,558,1159,996,1044,471,509,1219,1662
1021,691,595,368,556,1320,1291,176,568,1013,767,551,1138,998,1077,469,517,1243,1644
979,669,601,362,546,1255,1217,169,517,909,752,513,1024,924,1010,456,523,1211,1556
944,638,611,350,555,1195,1147,166,498,838,739,479,924,870,970,454,517,1114,1458
914,632,613,340,538,1133,1058,160,485,767,712,451,844,849,920,445,515,1085,1375
879,621,602,326,540,1075,981,158,470,696,682,412,777,824,884,431,512,1024,1286
831,598,593,315,519,1001,886,154,452,624,645,372,708,772,842,421,509,956,1197
821,594,599,301,540,961,849,151,461,585,622,343,650,812,880,420,511,938,1155
810,578,575,296,529,927,826,150,456,550,596,336,625,809,875,407,507,907,1120
754,552,558,277,493,846,754,147,409,484,560,297,537,733,803,379,494,835,1024
697,508,521,272,502,768,673,140,393,422,516,263,463,678,753,370,480,747,920
648,477,492,253,479,691,602,134,378,364,484,248,416,641,715,348,463,630,814
598,455,461,246,462,634,531,129,357,316,452,219,367,603,681,324,444,559,723
554,429,433,224,454,560,460,126,335,268,415,202,327,549,657,307,429,469,636
530,419,418,217,451,527,431,122,339,248,390,188,300,570,645,290,421,436,580
513,417,404,206,449,504,417,123,337,238,368,182,296,566,631,272,402,401,551
466,392,371,198,423,450,375,118,300,204,341,161,262,510,583,248,386,375,492
422,355,340,190,400,403,324,114,284,175,312,145,226,466,547,230,363,289,421
385,330,317,183,393,359,280,109,274,151,281,135,205,436,522,202,346,236,357
347,305,294,168,388,321,248,106,262,131,259,131,184,409,488,180,331,207,307
312,276,272,166,351,290,218,103,254,116,239,122,167,371,428,164,313,171,262
296,271,262,168,345,279,203,100,263,110,223,117,156,386,443,160,307,158,238
288,268,251,166,341,268,198,101,264,106,213,116,155,385,445,156,294,146,234
263,254,239,157,312,240,172,100,235,90,199,106,137,348,416,143,280,135,207
237,229,223,152,291,221,152,99,229,82,183,96,126,320,407,138,267,119,178
216,214,213,143,288,202,136,98,227,73,167,92,121,305,383,133,255,110,158
197,202,202,143,264,188,122,95,223,66,156,87,113,292,355,131,245,99,142
181,192,195,136,252,172,116,96,219,61,148,81,100,271,317,126,234,88,126
178,188,192,143,269,169,115,96,228,56,142,80,98,286,335,124,231,84,120
176,191,188,132,253,166,115,98,230,54,136,78,99,287,339,123,225,79,118
164,179,185,122,239,155,104,97,210,47,126,72,92,260,319,120,217,73,106
145,169,185,117,269,147,98,97,206,47,118,66,85,246,318,121,211,69,93
136,168,181,116,266,138,93,98,204,46,111,61,82,239,329,117,202,66,85
132,166,175,110,269,131,90,99,198,43,107,58,80,233,337,115,195,68,79
129,160,175,104,278,125,86,103,192,39,101,54,78,224,335,116,188,69,73
132,159,175,100,275,125,89,103,200,38,98,54,77,240,364,117,186,69,70
134,158,177,99,284,123,89,104,201,39,95,53,79,240,383,118,183,72,70
126,148,178,96,271,115,84,101,182,37,89,51,72,221,367,117,175,69,65
122,140,172,91,267,109,81,101,177,36,85,50,70,212,374,116,171,67,58
122,140,169,89,275,107,82,102,175,38,80,48,67,212,393,110,167,69,54
121,135,164,89,275,105,81,103,172,39,76,45,67,212,402,113,167,71,50
119,133,162,86,241,102,79,106,169,43,75,42,66,208,423,117,167,72,47
123,133,168,89,253,105,81,110,178,50,74,43,67,224,436,118,168,76,46
124,135,167,90,249,104,82,113,180,53,75,41,68,226,448,120,171,73,47
125,128,161,88,188,96,78,111,163,51,75,41,63,210,422,117,165,71,44
123,119,157,89,192,97,78,114,164,58,73,39,62,208,446,120,168,64,41
122,117,159,89,199,97,77,117,167,66,72,39,59,211,474,127,168,60,38
119,112,156,90,218,98,78,117,169,71,73,41,56,214,487,126,171,58,36
119,118,155,92,222,98,78,119,170,75,74,41,57,218,487,135,177,68,34
125,123,156,92,225,103,83,219,181,78,74,44,54,219,504,141,178,73,33
127,128,150,94,251,104,84,229.95,183,80,75,45,57,221,513,147,180,75,32
121,124,146,92,239,100,82,241.4475,172,81,72,45,52,208,491,148,181,76,31
119,118,147,92,239,100,83,253.519875,177,84,71,46,52,210,485,159,185,76,29
121,118,149,93,236,101,83,266.19586875,184,88,71,50,53,219,496,176,190,82,29
124,120,147,95,242,103,85,279.5056621875,190,89,69,50,52,227,480,191,197,89,29
129,123,147,101,239,108,90,293.480945296875,193,86,67,51,54,231,481,215,206,97,28
138,127,149,100,261,115,98,308.154992561719,209,90,68,55,53,256,504,232,217,111,29
144,133,148,100,260,120,102,323.562742189805,214,97,68,61,57,261,504,245,226,120,30
140,131,148,102,251,117,100,339.740879299295,201,94,68,65,53,247,459,257,224,124,29
141,130,146,106,261,123,104,219,207,92,66,67,58,251,449,270,227,136,29
147,139,148,109,251,126,111,229.95,213,95,65,65,61,260,435,286,234,145,30
155,138,148,113,275,135,121,241.4475,216,96,65,65,61,272,437,293,239,153,31
154,137,144,116,284,136,123,253.519875,219,104,64,63,63,276,413,302,245,155,33
156,136,151,119,280,138,125,266.19586875,219,111,64,64,60,278,406,319,252,166,34
162,143,152,127,302,147,127,279.5056621875,223,116,64,65,63,285,409,333,256,169,34
160,145,150,125,324,148,127,293.480945296875,210,113,65,64,61,270,404,343,260,177,34
166,151,147,126,353,156,131,308.154992561719,195,111,64,59,62,275,407,344,259,171,31
176,166,148,129,381,163,133,323.562742189805,177,114,64,60,63,289,442,349,264,176,32
165,178,146,127,411,168,124,339.740879299295,158,118,62,59,61,294,462,351,272,187,32
149,166,134,119,393,156,113,219,136,110,57,54,58,263,420,326,251,172,28
