,AN,AR,AS,CB,CE,CL,CM,CN,CT,EX,GA,IB,MC,MD,ML,NC,PV,RI,VC
0,105.0,138.0,40.0,70.0,95.0,149.0,123.0,39.0,133.0,79.0,67.0,3.0,53.0,183.0,120.0,121.0,161.0,105.0,21.0
1,98.0,129.0,38.0,66.0,89.0,139.0,114.0,37.0,127.0,76.0,62.0,1.0,46.0,169.0,111.0,108.0,149.0,94.0,21.0
2,91.0,119.0,35.0,62.0,83.0,129.0,105.0,34.0,120.0,73.0,58.0,0.0,40.0,154.0,103.0,96.0,136.0,83.0,21.0
3,85.0,110.0,32.0,58.0,78.0,121.0,97.0,32.0,114.0,70.0,53.0,-1.0,36.0,142.0,95.0,85.0,126.0,74.0,21.0
4,79.0,103.0,30.0,54.0,74.0,113.0,91.0,31.0,109.0,67.0,50.0,-2.0,32.0,131.0,88.0,76.0,116.0,66.0,21.0
5,73.0,96.0,28.0,50.0,70.0,106.0,85.0,29.0,104.0,64.0,46.0,-2.0,29.0,121.0,81.0,69.0,107.0,59.0,21.0
6,67.0,89.0,25.0,46.0,66.0,98.0,79.0,27.0,98.0,61.0,42.0,-2.0,26.0,111.0,75.0,61.0,98.0,53.0,22.0
7,61.0,82.0,23.0,43.0,63.0,92.0,74.0,25.0,93.0,58.0,39.0,-2.0,23.0,103.0,69.0,55.0,90.0,47.0,21.0
8,56.0,77.0,21.0,40.0,59.0,86.0,70.0,24.0,88.0,55.0,36.0,-2.0,21.0,95.0,63.0,50.0,82.0,42.0,21.0
9,51.0,71.0,19.0,37.0,56.0,80.0,66.0,22.0,84.0,52.0,33.0,-1.0,19.0,87.0,58.0,45.0,76.0,37.0,21.0
10,47.0,67.0,17.0,34.0,54.0,75.0,63.0,20.0,80.0,49.0,30.0,-1.0,18.0,81.0,54.0,41.0,70.0,33.0,20.0
11,43.0,63.0,16.0,31.0,52.0,71.0,60.0,19.0,76.0,46.0,28.0,-1.0,17.0,75.0,50.0,38.0,65.0,30.0,20.0
12,39.0,59.0,15.0,29.0,49.0,68.0,58.0,18.0,73.0,43.0,26.0,-1.0,16.0,70.0,46.0,35.0,61.0,28.0,19.0
13,36.0,55.0,14.0,27.0,47.0,64.0,55.0,17.0,70.0,41.0,24.0,0.0,15.0,66.0,43.0,33.0,57.0,25.0,18.0
14,33.0,52.0,13.0,25.0,46.0,61.0,53.0,16.0,67.0,38.0,23.0,0.0,15.0,61.0,39.0,31.0,53.0,23.0,17.0
15,30.0,49.0,12.0,23.0,44.0,59.0,52.0,15.0,65.0,36.0,21.0,1.0,14.0,57.0,36.0,30.0,50.0,22.0,16.0
16,28.0,46.0,11.0,21.0,42.0,56.0,50.0,14.0,62.0,34.0,20.0,1.0,14.0,53.0,34.0,29.0,48.0,20.0,14.0
17,25.0,44.0,11.0,20.0,41.0,54.0,49.0,13.0,60.0,32.0,19.0,2.0,13.0,50.0,31.0,28.0,45.0,19.0,13.0
18,23.0,42.0,10.0,18.0,40.0,52.0,47.0,12.0,58.0,30.0,17.0,2.0,13.0,47.0,29.0,27.0,43.0,18.0,12.0
19,21.0,40.0,10.0,17.0,38.0,50.0,46.0,12.0,57.0,28.0,16.0,2.0,12.0,44.0,27.0,26.0,41.0,17.0,10.0
20,20.0,38.0,9.0,16.0,37.0,48.0,45.0,11.0,55.0,27.0,15.0,3.0,12.0,42.0,25.0,26.0,40.0,16.0,9.0
21,18.0,36.0,9.0,15.0,36.0,46.0,44.0,10.0,53.0,25.0,14.0,3.0,12.0,39.0,24.0,25.0,38.0,15.0,8.0
22,16.0,34.0,8.0,14.0,35.0,45.0,43.0,10.0,52.0,23.0,14.0,3.0,11.0,37.0,22.0,24.0,36.0,14.0,6.0
23,15.0,32.0,8.0,13.0,34.0,43.0,42.0,9.0,50.0,22.0,13.0,4.0,11.0,35.0,21.0,24.0,35.0,14.0,5.0
24,14.0,31.0,8.0,12.0,33.0,42.0,41.0,9.0,49.0,21.0,12.0,4.0,11.0,33.0,19.0,24.0,33.0,13.0,4.0
25,13.0,30.0,8.0,11.0,33.0,41.0,41.0,8.0,48.0,19.0,12.0,4.0,11.0,31.0,18.0,23.0,32.0,13.0,3.0
26,12.0,29.0,7.0,10.0,32.0,40.0,40.0,8.0,47.0,18.0,11.0,5.0,11.0,29.0,17.0,23.0,31.0,12.0,2.0
27,11.0,27.0,7.0,10.0,31.0,39.0,40.0,7.0,46.0,17.0,10.0,5.0,11.0,28.0,16.0,23.0,30.0,12.0,1.0
28,10.0,26.0,7.0,9.0,31.0,38.0,39.0,7.0,45.0,16.0,10.0,5.0,11.0,27.0,15.0,23.0,29.0,11.0,0.0
29,9.0,25.0,6.0,8.0,30.0,37.0,38.0,7.0,44.0,15.0,9.0,6.0,10.0,25.0,14.0,22.0,28.0,11.0,0.0
30,9.0,25.0,6.0,8.0,29.0,36.0,38.0,6.0,43.0,14.0,9.0,6.0,10.0,24.0,13.0,22.0,27.0,11.0,-1.0
31,8.0,24.0,6.0,7.0,29.0,35.0,38.0,6.0,43.0,14.0,8.0,6.0,10.0,23.0,13.0,22.0,27.0,10.0,-1.0
32,8.0,23.0,6.0,7.0,29.0,35.0,38.0,6.0,42.0,13.0,8.0,6.0,10.0,23.0,12.0,22.0,26.0,10.0,-2.0
33,7.0,23.0,6.0,7.0,28.0,34.0,37.0,5.0,42.0,13.0,8.0,7.0,10.0,22.0,12.0,22.0,26.0,10.0,-2.0
34,7.0,23.0,6.0,6.0,28.0,34.0,37.0,5.0,41.0,12.0,8.0,7.0,10.0,21.0,11.0,22.0,25.0,10.0,-3.0
35,6.0,22.0,6.0,6.0,27.0,33.0,37.0,5.0,41.0,12.0,7.0,7.0,10.0,21.0,11.0,22.0,25.0,10.0,-3.0
36,6.0,22.0,5.0,6.0,27.0,32.0,37.0,5.0,40.0,11.0,7.0,7.0,10.0,20.0,10.0,22.0,24.0,10.0,-3.0
37,6.0,21.0,5.0,5.0,27.0,32.0,37.0,5.0,40.0,11.0,7.0,8.0,10.0,20.0,10.0,21.0,24.0,10.0,-4.0
38,5.0,21.0,5.0,5.0,27.0,31.0,37.0,5.0,39.0,11.0,7.0,8.0,10.0,19.0,10.0,21.0,24.0,10.0,-4.0
39,5.0,21.0,5.0,5.0,27.0,31.0,36.0,4.0,39.0,10.0,6.0,8.0,10.0,19.0,9.0,21.0,23.0,10.0,-4.0
